   date       s19h_m     s19h_b      s19v_m     s19v_b      s22v_m     s22v_b      s37h_m     s37h_b      s37v_m     s37v_b   
2021-08-19   1.05954  -10.69049     0.99248    6.66493     0.94642   17.76912     1.01623   -2.17749     0.95352   13.55128  
2021-08-20   1.05186   -8.83909     0.98571    8.33197     0.93698   20.03408     1.00135    1.19931     0.94647   15.21698  
2021-08-21   1.05822  -10.16471     0.98918    7.54261     0.94236   18.85949     1.01186   -0.93990     0.95180   14.06452  
2021-08-22   1.04965   -8.44051     0.98360    8.84974     0.93463   20.63386     0.99560    2.43318     0.94013   16.78741  
2021-08-23   1.05469   -9.41456     0.98633    8.21102     0.93414   20.74599     1.01062   -0.87174     0.94652   15.19987  
2021-08-24   1.04849   -8.09705     0.98007    9.77233     0.92649   22.63503     0.99427    2.86894     0.92953   19.35749  
2021-08-25   1.05606   -9.62525     0.98852    7.69817     0.93615   20.22592     1.01569   -1.78888     0.95464   13.29632  
2021-08-26   1.05518   -9.75186     0.98773    7.69173     0.93515   20.35589     1.01296   -1.56267     0.94947   14.33277  
2021-08-27   1.05535   -9.62373     0.98699    8.00397     0.94040   19.24489     1.01148   -0.86230     0.95051   14.37065  
2021-08-28   1.04689   -8.14534     0.98294    8.87740     0.93301   20.94803     1.00119    0.96849     0.94576   15.35534  
2021-08-29   1.04675   -7.87441     0.98220    9.11351     0.93298   21.11514     0.99921    1.69891     0.94225   16.33946  
2021-08-30   1.05034   -8.53446     0.98214    9.16249     0.93792   20.03706     1.00657    0.20748     0.94773   15.06609  
2021-08-31   1.05564   -9.59431     0.98836    7.76596     0.94570   18.31823     1.01502   -1.54026     0.95731   12.88756  
2021-09-01   1.05928  -10.38864     0.98957    7.49035     0.95010   17.33317     1.01591   -1.60570     0.95729   13.09295  
2021-09-02   1.04720   -8.07122     0.98115    9.42396     0.93684   20.53038     0.99878    1.92378     0.94577   15.79491  
2021-09-03   1.04960   -8.73665     0.98470    8.56569     0.94200   19.31518     1.00025    1.53619     0.95096   14.53167  
2021-09-04   1.05535  -10.09973     0.98656    7.96667     0.94367   18.60788     1.00901   -0.71960     0.94943   14.79072  
2021-09-05   1.05377   -9.42709     0.98595    8.17035     0.94105   19.24786     1.00798   -0.26728     0.94837   14.81605  
2021-09-06   1.04624   -8.16800     0.97798   10.04553     0.93032   21.79313     0.99990    1.19339     0.94016   16.80871  
2021-09-07   1.04883   -8.58653     0.98124    9.29009     0.93879   19.82251     0.99571    2.46405     0.94219   16.49688  
2021-09-08   1.05479   -9.73098     0.98553    8.32830     0.94180   19.15155     1.00848   -0.27438     0.94544   15.79192  
2021-09-09   1.04745   -8.37429     0.97992    9.61924     0.93897   19.76652     0.99013    3.56181     0.92510   20.56951  
2021-09-10   1.05422   -9.73506     0.98526    8.31454     0.94586   18.00278     1.00381    0.47432     0.94080   16.71342  
2021-09-11   1.05173   -9.30357     0.98252    9.03861     0.94516   18.30187     0.99350    2.80751     0.93149   19.15014  
2021-09-12   1.05977  -10.81318     0.98978    7.30825     0.95785   15.21697     1.01712   -2.15274     0.95746   12.90135  
2021-09-13   1.04317   -7.40873     0.97324   11.29838     0.93101   21.74874     0.98516    4.42972     0.92616   20.23693  
2021-09-14   1.03917   -5.89316     0.97463   11.31082     0.93345   21.65736     0.98807    4.86998     0.93846   17.96128  
2021-09-15   1.05700  -10.06713     0.98754    8.00589     0.94642   18.29627     1.01847   -2.43997     0.95662   13.26265  
2021-09-16   1.05421   -9.72110     0.98528    8.36714     0.94273   19.02375     1.00946   -0.59724     0.94511   15.89608  
2021-09-17   1.03727   -6.30883     0.97278   11.35263     0.92492   23.27399     0.98178    5.19666     0.92514   20.53319  
2021-09-18   1.05399   -9.83249     0.98359    8.68077     0.94730   17.64168     1.01072   -1.10822     0.94885   14.75083  
2021-09-19   1.05181   -9.30012     0.98151    9.12988     0.94355   18.45277     1.00322    0.56989     0.94804   14.92934  
2021-09-20   1.04690   -8.32499     0.98044    9.46505     0.93979   19.44394     0.99486    2.23243     0.94601   15.47262  
2021-09-21   1.04855   -8.43550     0.98013    9.55954     0.94019   19.35120     0.99940    1.58281     0.94748   15.19625  
2021-09-22   1.05078   -8.96713     0.98043    9.52732     0.93897   19.69956     0.99931    1.53945     0.94236   16.42054  
2021-09-23   1.04891   -8.42634     0.97886    9.95152     0.93606   20.41935     0.99447    2.62073     0.93768   17.59470  
2021-09-24   1.06317  -11.71456     0.99058    6.98986     0.95518   15.63575     1.01706   -2.68179     0.95559   13.10021  
2021-09-25   1.04437   -7.67606     0.97846    9.96250     0.93821   19.87410     0.98193    5.28512     0.92706   20.12009  
2021-09-26   1.05639   -9.89678     0.98710    8.04810     0.94130   19.34097     1.01337   -1.49774     0.95713   12.91227  
2021-09-27   1.05033   -8.85145     0.98131    9.33702     0.94255   18.91417     1.01056   -1.10573     0.95542   13.23092  
2021-09-28   1.06037  -10.71948     0.98812    7.80933     0.94958   17.38319     1.01796   -2.41043     0.95330   13.97873  
2021-09-29   1.05637   -9.84246     0.98656    8.24004     0.94918   17.59973     1.01016   -0.58977     0.95163   14.43766  
2021-09-30   1.05307   -9.21607     0.98367    8.88530     0.94175   19.42021     1.00621    0.42944     0.94493   16.17282  
2021-10-01   1.05082   -8.59463     0.98110    9.53762     0.94344   19.04473     1.00086    1.51464     0.94396   16.38334  
2021-10-02   1.05271   -9.36278     0.98400    8.68618     0.94322   19.00359     1.01678   -2.07952     0.95816   12.86035  
2021-10-03   1.04887   -8.30400     0.98072    9.69415     0.94192   19.60557     1.00028    2.11298     0.93959   17.74709  
2021-10-04   1.04030   -6.93464     0.97563   10.66201     0.93365   21.16489     0.98615    4.42324     0.92964   19.58101  
2021-10-05   1.05007   -8.99579     0.98217    9.01972     0.94182   18.95085     1.00940   -0.92755     0.95203   14.02252  
2021-10-06   1.04764   -8.40544     0.98111    9.40595     0.93726   20.13080     0.99823    1.45697     0.94317   16.24314  
2021-10-07   1.05247   -9.10472     0.98197    9.32426     0.93714   20.42762     1.00972   -0.65747     0.94256   16.58064  
2021-10-08   1.05562   -9.89013     0.98448    8.71077     0.94850   17.67222     1.01668   -2.00958     0.95392   13.94892  
2021-10-09   1.04694   -7.78317     0.98052    9.76476     0.93952   19.97373     0.99540    2.88563     0.94352   16.62335  
2021-10-10   1.05677  -10.17863     0.98603    8.29270     0.94708   17.99950     1.01314   -1.49463     0.94814   15.20796  
2021-10-11   1.05782  -10.21714     0.98448    8.74276     0.94573   18.41423     1.01374   -1.37615     0.94465   16.16338  
2021-10-12   1.05552   -9.78125     0.98825    7.83951     0.94928   17.67908     1.01244   -0.94353     0.95489   13.86005  
2021-10-13   1.04895   -8.71764     0.98136    9.34607     0.93916   19.98273     1.00300    0.91517     0.94489   16.11032  
2021-10-14   1.05295   -9.64539     0.98566    8.25924     0.94483   18.58899     1.01032   -0.77847     0.95159   14.45105  
2021-10-15   1.05222   -9.71457     0.98471    8.41122     0.94490   18.49919     1.00124    1.04053     0.94762   15.36780  
2021-10-16   1.05092   -8.77517     0.98307    9.14563     0.94297   19.41612     0.99690    2.70193     0.93411   19.06765  
2021-10-17   1.04655   -8.20669     0.98328    9.07644     0.94447   18.90494     0.99703    2.44537     0.93987   17.59256  
2021-10-18   1.04944   -8.58511     0.98214    9.31796     0.94076   19.75411     0.99815    2.22625     0.93903   17.66066  
2021-10-19   1.05660  -10.31989     0.98715    7.95917     0.94992   17.33501     1.01664   -2.30297     0.95375   13.81815  
2021-10-20   1.06092  -11.34566     0.99069    7.05091     0.95715   15.41460     1.00993   -0.83857     0.94840   15.13451  
2021-10-21   1.05268   -9.39576     0.98559    8.38683     0.95067   17.20189     0.99717    2.38835     0.93785   17.88057  
2021-10-22   1.05355   -9.40833     0.98479    8.67147     0.94844   17.86104     1.00491    0.80937     0.94428   16.40053  
2021-10-23   1.05392   -9.30585     0.98725    8.12596     0.94981   17.66530     1.00112    1.93945     0.93460   18.91784  
2021-10-24   1.05550  -10.25273     0.98671    8.01720     0.94816   17.61826     1.00874   -0.40959     0.94126   16.94232  
2021-10-25   1.04470   -7.52291     0.98078    9.70085     0.94072   19.90895     0.99333    3.57665     0.93529   18.85206  
2021-10-26   1.04482   -7.55928     0.98061    9.86943     0.94333   19.50292     1.00144    1.76910     0.93889   18.10287  
2021-10-27   1.05210   -9.29448     0.98108    9.41894     0.94317   19.14944     1.01444   -1.47138     0.94677   15.71340  
2021-10-28   1.04515   -7.83645     0.97849   10.08013     0.94256   19.29196     0.99566    2.48088     0.92766   20.32074  
2021-10-29   1.04851   -8.62364     0.98015    9.63329     0.93716   20.40487     1.00182    1.19360     0.93286   18.99647  
2021-10-30   1.05097   -8.68027     0.98293    9.12028     0.94561   18.57021     0.99876    2.22286     0.93715   18.13916  
2021-10-31   1.05876  -10.72743     0.98931    7.51178     0.95483   16.16981     1.01332   -1.22084     0.95081   14.77187  
2021-11-01   1.05070   -8.91205     0.98416    8.82491     0.94636   18.55246     1.00078    1.92429     0.93622   18.70492  
2021-11-02   1.06004  -10.79543     0.98961    7.46352     0.95749   15.75255     1.01902   -2.11132     0.95182   14.82948  
2021-11-03   1.05085   -8.98671     0.98158    9.34053     0.94280   19.27285     1.00066    1.63197     0.93659   18.32036  
2021-11-04   1.05782  -10.08361     0.99145    7.08550     0.96385   14.27494     1.01343   -0.60752     0.95710   13.60835  
2021-11-05   1.05961  -10.74603     0.98993    7.34970     0.95337   16.79121     1.01477   -1.24250     0.95161   14.82623  
2021-11-06   1.06059  -10.55530     0.98853    7.80760     0.95275   17.09367     1.01805   -1.48517     0.94664   16.25276  
2021-11-07   1.04977   -8.30272     0.98336    9.13734     0.94719   18.51310     0.99602    2.96502     0.93530   18.83974  
2021-11-08   1.05968  -10.15413     0.99139    7.29265     0.95720   16.18158     1.02123   -2.23967     0.95035   15.30954  
2021-11-09   1.05543   -9.74330     0.98752    8.00333     0.95661   16.02964     1.00689    0.31359     0.94504   16.30968  
2021-11-10   1.05264   -9.22945     0.98402    8.81276     0.95541   16.34784     1.01080   -0.21230     0.94983   15.26905  
2021-11-11   1.05205   -8.51740     0.98530    8.74561     0.95424   16.99981     1.00450    1.68278     0.95030   15.54902  
2021-11-12   1.05887  -10.33338     0.98986    7.49670     0.95950   15.53391     1.00858    0.46511     0.94953   15.57624  
2021-11-13   1.04583   -7.15120     0.98118    9.77200     0.94285   19.85285     0.99466    4.10753     0.93676   19.07212  
2021-11-14   1.06452  -11.43282     0.99342    6.64356     0.96235   14.80441     1.02929   -4.06901     0.95528   14.06496  
2021-11-15   1.06326  -10.68228     0.99618    6.25065     0.96160   15.36526     1.01734   -1.07995     0.95932   13.51604  
2021-11-16   1.05137   -8.81366     0.98778    8.02082     0.95885   15.76244     1.00728    0.82410     0.94664   16.45390  
2021-11-17   1.05877   -9.85694     0.99047    7.58204     0.95957   15.59219     1.00626    1.36744     0.93489   19.23322  
2021-11-18   1.05507   -9.38072     0.98762    8.09081     0.95180   17.24873     1.00362    1.29239     0.94025   17.55656  
2021-11-19   1.05294   -9.19580     0.98691    8.19749     0.94963   17.89885     1.00694    0.81894     0.93166   19.56413  
2021-11-20   1.05754   -9.91851     0.98892    7.82031     0.95758   15.93320     1.01360   -0.70698     0.94223   17.17790  
2021-11-21   1.05988  -10.38007     0.99129    7.19877     0.95620   16.19212     1.01849   -1.78503     0.94763   15.71847  
2021-11-22   1.05879  -10.06257     0.99469    6.52500     0.95758   16.17687     1.02743   -3.22341     0.97025   10.81531  
2021-11-23   1.04924   -8.29950     0.98647    8.51264     0.95048   17.91308     1.01237    0.12806     0.94800   16.17499  
2021-11-24   1.05359   -8.88399     0.98274    9.23528     0.93278   21.81012     0.99659    2.60156     0.92643   20.75291  
2021-11-25   1.06035  -10.28676     0.99541    6.45649     0.95916   15.76640     1.02237   -1.77026     0.96100   13.19555  
2021-11-26   1.06815  -11.77347     0.99581    6.17419     0.96389   14.29081     1.02599   -3.17829     0.96082   12.66465  
2021-11-27   1.06614  -10.93801     0.99965    5.68173     0.97291   12.77475     1.03128   -3.36532     0.96782   11.72282  
2021-11-28   1.06756  -10.81650     1.00034    5.68807     0.97273   13.09436     1.02644   -2.14056     0.96121   13.45598  
2021-11-29   1.08103  -13.34090     1.00907    3.73076     0.98295   10.72731     1.05229   -7.20578     0.97876    9.51326  
2021-11-30   1.07021  -11.13372     1.00224    5.33415     0.97068   13.65352     1.02951   -2.18264     0.96194   13.55630  
2021-12-01   1.06930  -11.29434     1.00257    5.09949     0.97001   13.53970     1.01861   -0.38184     0.95369   15.37317  
2021-12-02   1.07460  -12.73700     1.00416    4.54331     0.97425   12.03406     1.01705   -0.97908     0.95130   15.45448  
2021-12-03   1.07642  -12.39005     1.00839    3.94651     0.97377   12.77443     1.03096   -2.81692     0.97401   10.67345  
2021-12-04   1.08680  -14.38182     1.01505    2.48442     0.98008   11.23876     1.04009   -5.59854     0.96715   11.73707  
2021-12-05   1.06512  -10.48176     1.00136    5.52197     0.95994   15.74885     0.99875    3.37660     0.94202   17.91646  
2021-12-06   1.08182  -12.68406     1.01261    3.35774     0.97021   13.89746     1.02830   -1.66019     0.94539   17.52627  
2021-12-07   1.09227  -14.39281     1.02106    1.55444     0.99084    9.17663     1.04776   -5.56564     0.96543   12.77929  
2021-12-08   1.08342  -12.68512     1.01121    3.81402     0.97374   13.24063     1.05008   -5.55045     0.97021   12.00549  
2021-12-09   1.08667  -14.00335     1.01199    3.18218     0.97760   11.68247     1.04529   -6.00062     0.98485    7.86541  
2021-12-10   1.08754  -13.44994     1.01592    2.73036     0.98464   10.74135     1.05682   -6.94909     0.98637    8.25653  
2021-12-11   1.09053  -13.97680     1.01811    2.15047     0.99116    9.02114     1.04736   -5.40319     0.97803    9.92289  
2021-12-12   1.08681  -13.48174     1.01717    2.38314     0.98506   10.46351     1.04496   -5.01339     0.98620    8.18027  
2021-12-13   1.08122  -12.41182     1.01085    3.76737     0.97712   12.25629     1.03443   -2.71150     0.96997   11.94686  
2021-12-14   1.09225  -14.21445     1.02103    1.68808     0.98112   11.36021     1.04882   -5.60551     0.96834   12.32567  
2021-12-15   1.08494  -12.63305     1.01615    2.88935     0.97068   13.95382     1.04082   -3.45973     0.97197   11.75318  
2021-12-16   1.08646  -12.72278     1.01821    2.57242     0.97283   13.46437     1.04467   -3.98329     0.96240   13.95062  
2021-12-17   1.08317  -12.69799     1.01406    3.17694     0.97123   13.40740     1.04937   -5.37212     0.97060   11.88857  
2021-12-18   1.09402  -14.58389     1.02329    1.15396     0.98672    9.71621     1.05470   -7.19530     0.97572   10.17141  
2021-12-19   1.09974  -15.35077     1.02636    0.62931     0.98887    9.38558     1.05096   -6.15962     0.99160    7.02767  
2021-12-20   1.09575  -14.13964     1.02805    0.58977     0.98011   11.66025     1.03558   -2.68434     0.93320   20.08026  
2021-12-21   1.09984  -15.33590     1.02816    0.28018     0.98157   10.96613     1.04926   -5.79212     0.95303   15.44660  
2021-12-22   1.10611  -15.77479     1.03377   -0.62759     1.00013    7.42989     1.06909   -8.79291     0.97666   10.68189  
2021-12-23   1.10160  -14.87167     1.02787    0.75049     0.98811   10.27689     1.06766   -8.37484     0.99863    5.75273  
2021-12-24   1.10479  -15.44320     1.03232   -0.26855     0.99361    9.03958     1.07903  -10.42211     1.02440    0.03136  
2021-12-25   1.10785  -16.22799     1.03134   -0.12034     0.99578    8.44066     1.07718  -10.12719     1.00474    4.48306  
2021-12-26   1.10740  -15.97483     1.03800   -1.56974     0.99912    7.59655     1.07648  -10.15335     1.02306    0.27835  
2021-12-27   1.10670  -15.91980     1.03408   -0.57948     0.99938    7.82033     1.09026  -12.26775     1.01966    1.29686  
2021-12-28   1.11205  -16.32522     1.03788   -1.25746     0.99766    8.20540     1.08384  -10.94516     0.97130   11.70686  
2021-12-29   1.10580  -15.11151     1.03478   -0.51704     0.98976   10.10213     1.07879   -9.75592     1.00007    5.77667  
2021-12-30   1.11211  -15.88555     1.03810   -1.09835     0.99568    8.76166     1.09603  -12.74310     1.03100   -1.08433  
2021-12-31   1.11351  -16.44498     1.03759   -1.06987     0.99289    9.20596     1.09976  -13.74199     1.02668   -0.29409  
