   date       n19h_m     n19h_b      n19v_m     n19v_b      n22v_m     n22v_b      n37h_m     n37h_b      n37v_m     n37v_b   
2021-12-11   1.06160  -11.20919     0.99089    7.19461     0.94591   17.24741     1.02170   -3.06684     0.96484   10.96107  
2021-12-12   1.06024  -11.00864     0.98884    7.62576     0.94371   17.69723     1.01697   -2.11100     0.96350   11.15953  
2021-12-13   1.05740  -10.43198     0.98475    8.55397     0.94291   17.81618     1.00760   -0.02831     0.96083   11.74734  
2021-12-14   1.05382   -9.41585     0.98411    8.77700     0.94230   18.01034     1.00227    1.38940     0.96125   11.81164  
2021-12-15   1.06300  -11.55066     0.99211    6.88511     0.95068   16.11483     1.01059   -0.55664     0.96888   10.05885  
2021-12-16   1.05152   -9.08123     0.98525    8.50802     0.94356   17.75760     0.99445    2.97810     0.95950   12.24015  
2021-12-17   1.05509   -9.77555     0.98808    7.87105     0.93648   19.50709     1.00610    0.43939     0.97001    9.72999  
2021-12-18   1.06131  -11.02313     0.99122    7.11304     0.94521   17.47446     1.01343   -1.06672     0.96255   11.54167  
2021-12-19   1.06084  -11.33827     0.99202    6.83101     0.95622   14.64508     1.01065   -0.94512     0.96755   10.19271  
2021-12-20   1.05585  -10.32892     0.98444    8.62966     0.94782   16.67113     1.00409    0.27855     0.95961   12.03228  
2021-12-21   1.04641   -8.20323     0.97587   10.62570     0.93391   20.02353     0.99547    2.31953     0.96003   11.95267  
2021-12-22   1.06049  -11.19409     0.98940    7.43342     0.93707   19.13274     1.00275    0.69207     0.95057   14.16253  
2021-12-23   1.05700  -10.31724     0.98759    7.86222     0.94536   17.30418     1.01504   -1.79180     0.96364   11.09403  
2021-12-24   1.05057   -8.78608     0.98385    9.00197     0.93422   20.34471     0.99817    2.27555     0.96296   11.59917  
2021-12-25   1.06990  -13.21735     0.99631    5.73987     0.95380   15.20616     1.02587   -4.40410     0.96793    9.98975  
2021-12-26   1.04808   -8.58454     0.98029    9.49508     0.93523   19.59537     0.98716    4.06217     0.95275   13.53943  
2021-12-27   1.05579  -10.11926     0.98382    8.70587     0.94041   18.39970     1.00409    0.47452     0.95212   13.68286  
2021-12-28   1.03823   -6.07352     0.97307   11.35730     0.92738   21.62033     0.98280    5.44136     0.94893   14.55714  
2021-12-29   1.05342   -9.38377     0.98162    9.38458     0.93275   20.40562     1.00979   -0.51523     0.96060   11.80634  
2021-12-30   1.04660   -7.79572     0.97849   10.07281     0.93146   20.60056     0.99538    2.73470     0.95431   13.33627  
2021-12-31   1.05036   -8.56111     0.98450    8.72415     0.93773   19.16443     1.00706    0.20794     0.96271   11.38646  
